  Seq   Jmag    Hmag    Kmag    [3.6]   [4.5]   [5.8]   [8.0]   [24]   AKs    alpha   Cl   2M   Simbad   GLON                 GLAT                  RA2000              DEC2000              
  3024  14.18   12.77   11.96   10.96   10.6    ""      ""      ""     0.53   ""      D    2M   Simbad   206.49557137953943   -16.36552510338704    85.40354166666667   -1.877055555555556   
  3025  14.35   13.14   12.53   11.65   11.37   10.42   ""      ""     0.43   ""      D    2M   Simbad   206.4835917092367    -16.384134969831038   85.38170833333334   -1.8755555555555565  
  3026  12.3    11.53   11.2    ""      10.32   ""      8.89    5.61   0.08   ""      D    2M   Simbad   206.34758642379035   -16.630853308617635   85.10249999999999   -1.875194444444445   
  3027  13.28   11.55   10.59   9.29    8.67    8.2     7.37    ""     0.84   -0.66   D    2M   Simbad   206.49053199773354   -16.369521228219625   85.39775000000002   -1.874638888888888   
  3028  15.53   14.29   13.5    12.36   12.17   ""      ""      ""     0.33   ""      D    2M   Simbad   206.5204139416093    -16.311952225502004   85.46208333333333   -1.8731944444444437  
  3029  16.48   13.69   12.04   10.3    9.72    9.23    8.54    ""     1.67   -0.83   D    2M   Simbad   206.49880154584653   -16.349978738208886   85.41875            -1.8725555555555553  
  3030  15.54   12.84   11.45   9.78    9.21    8.59    7.71    ""     1.76   -0.45   D    2M   Simbad   206.49807094695873   -16.350833294779022   85.41766666666665   -1.8723333333333343  
  3031  15.11   13.89   13.31   12.48   12.22   ""      ""      ""     0.46   ""      D    2M   Simbad   206.47189596947348   -16.39465224832797    85.36716666666666   -1.8705277777777778  
  3032  16.5    13.88   12.36   10.79   10.1    9.66    8.79    ""     1.56   -0.59   D    2M   Simbad   206.50726909290142   -16.32959548039565    85.44058333333335   -1.87025             
  3033  14.12   12.51   11.5    9.75    9.13    8.67    7.67    ""     0.64   -0.48   D    2M   Simbad   206.4810944276709    -16.37717850832867    85.38675            -1.8701944444444434  
  3034  14.75   12.79   11.47   9.95    9.36    8.88    7.93    ""     0.86   -0.54   D    2M   Simbad   206.48588318980134   -16.367737450013635   85.39725000000001   -1.869861111111111   
  3035  15.48   13.21   11.82   10.32   9.68    9.29    8.58    ""     1.2    -0.89   D    2M   Simbad   206.51808675410263   -16.307011582473933   85.46541666666667   -1.8689166666666672  
  3036  11.66   9.09    7.51    6.53    5.77    4.73    3.93    0.19   1.44   0.22    P    2M   Simbad   206.49246159961663   -16.35336469707942    85.41291666666666   -1.86875             
  3037  15.34   14.18   13.48   12.38   12.09   ""      ""      ""     0.3    ""      D    2M   Simbad   206.4631427364464    -16.40618557531384    85.35304166666667   -1.8684722222222232  
  3038  15.9    14.36   13.41   12.39   12.06   10.95   ""      ""     0.6    ""      D    2M   Simbad   206.53976489264716   -16.26497337896647    85.51233333333332   -1.8677499999999994  
  3039  ""      14.11   11.89   9.71    8.9     8.21    7.46    3.9    2.43   -0.26   P    2M   Simbad   206.5024176843777    -16.32883869725012    85.43908333333334   -1.865777777777778   
  3040  15.09   12.77   11.57   10.61   10.19   ""      ""      ""     1.42   ""      D    2M   Simbad   206.48652165251673   -16.35083424480252    85.4125             -1.8625277777777778  
  3041  ""      15.48   13.55   11.88   11.34   11.01   ""      ""     2.58   ""      D    2M   Simbad   206.50061508455386   -16.324492280673493   85.442125           -1.8622222222222231  
  3042  15.58   12.9    11.38   9.98    9.55    ""      ""      ""     1.64   ""      D    2M   Simbad   206.4817830712223    -16.356488185395612   85.40537499999999   -1.861138888888889   
  3043  ""      14.26   12.63   11.14   10.57   10.07   ""      ""     1.76   ""      D    2M   Simbad   206.49500543302798   -16.332153202388234   85.43283333333333   -1.8610277777777775  
  3044  13.17   11.94   11.44   10.89   10.66   10.25   ""      ""     0.54   ""      D    2M   Simbad   206.46317909144904   -16.384600071549375   85.37216666666667   -1.8584444444444435  
  3045  14.66   12.64   11.58   10.57   10.21   9.46    ""      ""     1.13   ""      D    2M   Simbad   206.49421504399962   -16.323517524145704   85.44012500000001   -1.856333333333334   
  3046  15.91   14.8    14.0    13.05   12.6    ""      ""      ""     0.16   ""      D    2M   Simbad   206.5020275182475    -16.3064745072143     85.45870833333333   -1.8550277777777782  
  3047  15.06   13.59   12.8    11.41   10.87   10.52   ""      ""     0.64   ""      D    2M   Simbad   206.5282566480209    -16.25548774625417    85.51558333333332   -1.8535555555555556  
  3048  16.49   15.25   14.43   13.65   13.39   ""      ""      ""     0.31   ""      D    2M   Simbad   206.4518416200904    -16.38903785835592    85.36316666666667   -1.8508888888888884  
  3049  15.94   14.3    13.37   12.12   11.66   10.59   ""      ""     0.74   ""      D    2M   Simbad   206.44530246282156   -16.394629427029525   85.35529166666667   -1.8479444444444446  
  3050  14.16   12.13   11.15   10.26   9.93    9.23    ""      ""     1.21   ""      D    2M   Simbad   206.47554562863408   -16.339357620819143   85.41775000000001   -1.8478611111111112  
  3051  16.12   14.47   13.61   12.35   12.04   ""      ""      ""     0.82   ""      D    2M   Simbad   206.47201080856271   -16.344725458637676   85.41141666666667   -1.847361111111112   
  3052  14.37   12.57   11.47   10.25   9.64    9.24    8.47    ""     0.81   -0.84   D    2M   Simbad   206.50674371621548   -16.28052521597462    85.48379166666666   -1.8469444444444443  
  3053  15.09   13.29   12.44   11.23   10.82   ""      ""      ""     1.0    ""      D    2M   Simbad   206.47544879083392   -16.333095834978085   85.42324999999998   -1.8448611111111104  
  3054  12.49   10.44   9.27    7.85    7.35    6.97    6.3     3.01   1.09   -1.07   D    2M   Simbad   206.46816747090296   -16.344336361062737   85.41004166666666   -1.8439166666666664  
  3055  12.71   11.16   10.4    9.37    8.84    8.3     7.52    ""     0.76   -0.72   D    2M   Simbad   206.4850019383381    -16.31199012041029    85.44620833333333   -1.8431388888888889  
  3056  ""      12.51   11.91   10.99   10.6    10.08   ""      ""     0.0    ""      D    2M   Simbad   206.44701703588063   -16.380480659588617   85.36858333333335   -1.8428055555555565  
  3057  ""      12.83   12.14   11.18   10.84   10.32   ""      ""     0.3    ""      D    2M   Simbad   206.4471196358002    -16.379638185413217   85.36937499999999   -1.8424999999999998  
  3058  14.93   13.78   13.07   12.06   11.84   ""      ""      ""     0.27   ""      D    2M   Simbad   206.50765767000405   -16.26818565913863    85.495125           -1.8419722222222223  
  3059  ""      12.44   11.63   10.61   9.95    9.8     9.04    5.96   0.0    -1.14   D    2M   Simbad   206.37799687142396   -16.494490031454703   85.23679166666666   -1.8373888888888898  
  3060  12.59   11.26   10.62   9.67    9.07    8.51    7.47    ""     0.57   -0.33   D    2M   Simbad   206.47731247285975   -16.311398414716383   85.44329166666668   -1.8363333333333334  
  3061  14.87   13.59   13.07   12.18   11.74   ""      ""      ""     0.58   ""      D    2M   Simbad   206.47561683652606   -16.31228286414382    85.44175            -1.8353055555555555  
  3062  15.89   14.47   13.69   12.61   12.28   ""      ""      ""     0.58   ""      D    2M   Simbad   206.4782548072016    -16.306461964243578   85.44808333333333   -1.8348333333333346  
  3063  10.99   9.56    8.78    7.72    7.25    6.82    6.29    ""     0.58   -1.19   D    2M   Simbad   206.47484071876235   -16.307795680734774   85.44537500000001   -1.8325555555555557  
  3064  12.04   10.1    8.82    7.08    6.45    5.51    4.68    1.28   0.88   -0.01   D    2M   Simbad   206.45468567998483   -16.342135018078437   85.40595833333333   -1.8314444444444447  
  3065  13.86   11.81   10.45   9.4     8.71    8.31    7.49    4.6    0.94   -0.7    D    2M   Simbad   206.41608640925952   -16.412248513258945   85.326625           -1.8313611111111119  
  3066  14.5    12.22   11.21   10.3    10.05   9.48    8.66    ""     1.5    -0.9    D    2M   Simbad   206.40923091626925   -16.410666085939937   85.32495833333334   -1.8248055555555553  
  3067  16.5    15.12   14.4    13.28   12.65   11.58   ""      ""     0.56   ""      D    2M   Simbad   206.44351796623354   -16.337148608304958   85.40537499999999   -1.8196388888888881  
  3068  15.45   14.03   13.21   12.22   11.99   10.73   ""      ""     0.54   ""      D    2M   Simbad   206.4450559322702    -16.330771287067712   85.41170833333334   -1.8179722222222219  
  3069  16.25   14.74   13.91   12.92   12.68   ""      ""      ""     0.65   ""      D    2M   Simbad   206.50912609393765   -16.206896377528825   85.55004166666667   -1.8146666666666675  
  3070  15.45   14.68   14.06   13.02   12.63   ""      ""      ""     0.0    ""      D    2M   Simbad   206.4596845100167    -16.287848573992555   85.45624999999998   -1.8103888888888888  
  3071  15.48   13.41   12.31   10.95   10.44   10.06   ""      ""     1.17   ""      D    2M   Simbad   206.39584159412107   -16.3997071628735     85.32866666666665   -1.808333333333334   
  3072  14.5    13.54   12.98   12.17   11.71   10.97   ""      ""     0.15   ""      D    2M   Simbad   206.4684756112907    -16.261933420860842   85.48312500000002   -1.8057777777777777  
  3073  12.67   11.23   10.49   9.3     8.74    8.08    7.22    ""     0.62   -0.43   D    2M   Simbad   206.4284762638554    -16.328790261052962   85.40604166666665   -1.8029722222222222  
  3074  11.34   9.62    8.81    8.17    7.73    7.47    6.57    4.24   0.93   -1.06   D    2M   Simbad   206.42001423446104   -16.344141217709286   85.38866666666668   -1.8029444444444442  
  3075  13.79   12.1    11.24   10.33   9.89    9.4     8.66    ""     0.86   -0.91   D    2M   Simbad   206.40395310241848   -16.37255007789104    85.35633333333334   -1.8025555555555557  
  3076  ""      ""      ""      13.53   12.36   11.38   10.29   6.94   ""     0.85    P    2M   Simbad   206.5999796293029    -16.01230310433582    85.76300000000002   -1.801277777777778   
  3077  15.16   13.93   13.28   12.34   11.81   ""      ""      ""     0.43   ""      D    2M   Simbad   206.4403889085858    -16.30214535617994    85.43495833333334   -1.8006666666666657  
  3078  11.77   10.5    9.79    8.62    8.43    8.25    7.77    4.54   0.43   -1.87   D    2M   Simbad   206.43614701758253   -16.3090383084608     85.42695833333335   -1.8002777777777785  
  3079  13.96   12.45   11.49   10.3    9.57    9.39    8.61    ""     0.56   -1.01   D    2M   Simbad   206.43525279692923   -16.3061383044446     85.42912500000001   -1.7981666666666665  
  3080  12.33   10.9    10.0    8.81    8.43    8.09    7.77    ""     0.49   -1.65   D    2M   Simbad   206.41866213846933   -16.32735790074334    85.40291666666667   -1.7939722222222225  
  3081  13.55   12.23   11.54   10.66   10.23   9.99    ""      ""     0.53   ""      D    2M   Simbad   206.4647309616682    -16.242294291842295   85.49883333333332   -1.7934444444444435  
  3082  12.34   11.02   10.25   9.39    8.92    8.44    7.52    4.31   0.45   -0.7    D    2M   Simbad   206.33328485928675   -16.475509603694768   85.23358333333334   -1.7906111111111112  
  3083  16.26   14.2    13.09   11.86   11.18   10.86   ""      ""     1.14   ""      D    2M   Simbad   206.4024662665215    -16.34755382378507    85.37779166666667   -1.7896388888888894  
  3084  10.78   10.15   9.93    9.45    9.03    8.83    7.44    5.03   0.0    -0.62   D    2M   Simbad   206.30392878503926   -16.523097175544834   85.17833333333333   -1.787916666666667   
  3085  ""      16.09   14.72   13.24   12.03   ""      ""      3.98   0.0    ""      P    2M   Simbad   206.36360376840446   -16.407084883951466   85.30770833333334   -1.784416666666666   
  3086  12.09   11.49   11.25   11.04   10.75   10.37   ""      ""     0.0    ""      D    2M   Simbad   206.41513847745603   -16.31220634293124    85.41474999999998   -1.7839166666666662  
  3087  ""      ""      ""      10.87   10.47   10.15   9.4     5.9    ""     -1.16   D    2M   Simbad   206.4144092139776    -16.312402397539714   85.41425            -1.7833888888888887  
  3088  12.4    10.89   10.0    8.88    8.39    8.2     7.39    5.18   0.6    -1.2    D    2M   Simbad   206.4095820024966    -16.32083542455119    85.404625           -1.783222222222222   
  3089  14.69   12.38   11.21   10.44   10.21   9.77    8.72    ""     1.42   -0.85   D    2M   Simbad   206.44832323697358   -16.24519881548797    85.48891666666667   -1.7808611111111108  
  3090  ""      16.36   13.7    11.86   11.27   10.93   ""      ""     4.22   ""      D    2M   Simbad   206.35285787253517   -16.401978918214894   85.30741666666667   -1.7729166666666674  
  3091  14.42   13.41   12.79   12.11   11.81   ""      ""      ""     0.17   ""      D    2M   Simbad   206.4090690644089    -16.298355727265182   85.42429166666668   -1.7723055555555562  
  3092  ""      15.26   13.65   11.83   11.28   10.26   ""      ""     1.78   ""      D    2M   Simbad   206.36285255071604   -16.374265951958723   85.33641666666666   -1.7684722222222218  
  3093  16.01   13.75   12.75   11.81   11.3    ""      ""      ""     1.48   ""      D    2M   Simbad   206.366860074367     -16.349880645115878   85.35979166666667   -1.7604999999999997  
  3094  15.6    14.17   13.22   12.23   11.77   11.46   ""      ""     0.46   ""      D    2M   Simbad   206.40638610225423   -16.277743689720143   85.44133333333333   -1.7604166666666667  
  3095  14.18   12.92   12.18   11.54   11.28   11.22   ""      ""     0.38   ""      D    2M   Simbad   206.386638279451     -16.30875784775324    85.40504166666668   -1.7581111111111112  
  3096  15.51   13.8    12.77   11.68   10.93   ""      ""      ""     0.76   ""      D    2M   Simbad   206.36037444491993   -16.35620392640395    85.35129166666668   -1.7579444444444445  
  3097  11.91   10.67   10.24   9.84    9.73    9.52    9.0     5.82   0.59   -1.86   D    2M   Simbad   206.40186091887256   -16.280444419046113   85.43691666666666   -1.7578333333333334  
  3098  15.48   14.1    13.52   12.66   12.18   ""      ""      ""     0.67   ""      D    2M   Simbad   206.37998316487554   -16.282932713492567   85.42491666666666   -1.7404166666666663  
  3099  14.45   13.18   12.6    12.09   11.44   ""      ""      ""     0.53   ""      D    2M   Simbad   206.37173795606992   -16.283232531324636   85.42095833333332   -1.7335555555555557  
  3100  10.4    9.13    8.22    7.09    6.57    6.1     5.4     2.77   0.3    -0.91   D    2M   Simbad   206.37061807466495   -16.280923658527815   85.42250000000001   -1.731527777777778   
  3101  14.11   12.54   11.63   10.82   10.38   9.87    9.09    5.6    0.67   -0.83   D    2M   Simbad   206.32107771936475   -16.369936195870494   85.32154166666668   -1.731               
  3102  15.36   14.25   13.31   12.12   11.87   10.99   10.42   7.44   0.07   -0.75   D    2M   Simbad   206.28786473860416   -16.42211070397893    85.26050000000001   -1.7271666666666667  
  3103  ""      13.06   12.33   11.5    11.13   10.7    ""      ""     0.27   ""      D    2M   Simbad   206.3873134975828    -16.226284408673152   85.47833333333335   -1.7202222222222223  
  3104  ""      ""      ""      14.19   13.4    12.38   10.55   6.64   ""     1.36    P    2M   Simbad   206.54659541800498   -15.934229974889133   85.80820833333334   -1.7195000000000005  
  3105  16.59   14.66   13.38   12.36   11.88   11.37   10.69   ""     0.86   -0.92   D    2M   Simbad   206.321015859865     -16.339627409603644   85.34833333333333   -1.7168055555555557  
  3106  ""      16.36   15.08   12.73   12.12   11.5    10.82   6.84   0.84   -0.64   D    2M   Simbad   206.30886561963857   -16.35994028488118    85.32491666666667   -1.7159722222222225  
  3107  13.12   11.84   11.2    10.48   10.21   9.89    9.36    6.75   0.49   -1.54   D    2M   Simbad   206.34087266670767   -16.29713056197156    85.39483333333335   -1.7138333333333335  
  3108  13.89   12.71   12.18   11.51   11.01   10.61   ""      6.3    0.45   ""      D    2M   Simbad   206.3722792352538    -16.23924849596224    85.46012499999999   -1.7135              
  3109  10.61   9.1     7.87    6.89    6.05    5.99    5.12    2.92   0.36   -0.97   D    2M   Simbad   206.3238848909108    -16.325776231641253   85.36187500000001   -1.7127777777777777  
  3110  16.08   15.26   14.58   13.96   13.65   ""      ""      ""     0.0    ""      D    2M   Simbad   206.35863163736767   -16.255221914553566   85.439875           -1.7093611111111118  
  3111  11.51   10.36   9.7     8.82    8.46    8.15    7.76    5.37   0.31   -1.63   D    2M   Simbad   206.3124606237719    -16.30595916703701    85.37429166666665   -1.693833333333334   
  3112  12.24   11.36   10.83   10.28   9.86    9.49    8.4     5.05   0.06   -0.7    D    2M   Simbad   206.36318540138157   -16.21364434910508    85.47870833333333   -1.693833333333334   
  3113  15.97   15.02   14.47   13.3    13.03   ""      ""      ""     0.16   ""      D    2M   Simbad   206.33068911250615   -16.253267958011723   85.42908333333332   -1.6847222222222222  
  3114  ""      ""      ""      13.93   13.39   12.88   ""      ""     ""     ""      D    2M   Simbad   206.30555797806016   -16.282920583126476   85.39158333333334   -1.6772222222222226  
  3115  12.35   11.37   10.85   10.17   9.65    9.26    8.36    5.55   0.21   -0.79   D    2M   Simbad   206.2812276075246    -16.265696914560245   85.39591666666668   -1.648527777777778   
  3116  10.67   9.82    9.4     8.7     8.28    7.85    7.12    4.04   0.1    -1.03   D    2M   Simbad   206.2613546973032    -16.282377396616113   85.37225            -1.6394444444444445  
  3117  14.73   13.61   13.11   12.29   11.91   11.69   11.18   8.61   0.38   -1.6    D    2M   Simbad   206.14665130847337   -16.4889217091784     85.13812499999999   -1.638611111111111   
  3118  15.52   14.33   13.62   12.79   ""      10.84   ""      4.68   0.33   ""      D    2M   Simbad   206.5014710855411    -15.841615225419176   85.86995833333333   -1.6379444444444446  
  3119  12.14   11.23   10.72   10.08   9.75    9.17    8.49    5.7    0.11   -0.96   D    2M   Simbad   206.3868074135924    -16.04823971983127    85.63566666666667   -1.6367500000000004  
  3120  11.37   10.36   9.53    8.48    7.96    7.68    6.86    3.93   0.0    -1.03   D    2M   Simbad   206.25843508079404   -16.27590540464301    85.37666666666667   -1.6339444444444444  
  3121  14.45   13.91   13.44   12.9    12.58   12.3    11.65   8.12   0.0    -1.42   D    2M   Simbad   206.32667532378403   -16.10407553771322    85.55929166666667   -1.6116944444444432  
  3122  12.97   12.16   11.76   11.4    10.92   10.54   9.79    7.56   0.08   -1.01   D    2M   Simbad   206.27834323102783   -16.18501892579351    85.46600000000001   -1.6084166666666668  
  3123  ""      16.01   14.82   12.52   11.96   11.49   10.84   8.55   0.76   -0.93   D    2M   Simbad   206.17730821104004   -16.264963346763853   85.34995833333335   -1.5599722222222223  
  3124  15.42   14.36   13.69   13.2    12.92   12.65   12.22   9.0    0.19   -1.71   D    2M   Simbad   206.13506691188687   -16.254599845189322   85.34016666666666   -1.5192777777777775  
  3125  ""      ""      ""      14.36   13.63   12.81   11.47   7.71   ""     0.49    FP   2M   Simbad   206.17503871486892   -16.1253994343897     85.47237500000001   -1.492833333333333   
  3126  ""      ""      ""      ""      ""      ""      ""      6.86   ""     ""      RP   2M   Simbad   206.15990566055208   -16.04793693125615    85.53408333333333   -1.4437777777777778  
  3127  14.2    13.46   13.14   12.59   12.24   11.82   10.99   8.07   0.04   -1.0    D    2M   Simbad   206.02677380075778   -16.20100384508794    85.33891666666668   -1.402305555555556   
  3128  15.16   14.59   14.39   13.75   13.51   13.27   12.74   ""     0.0    -1.68   D    2M   Simbad   206.02013004395297   -16.155112923563518   85.3765             -1.3751944444444444  
  3129  16.1    13.36   11.8    10.36   9.83    9.54    8.98    5.81   1.69   -1.3    D    2M   Simbad   206.1512835756516    -15.885331032626135   85.674              -1.3604444444444446  
  3130  13.73   12.71   12.25   11.72   11.42   11.02   10.16   7.63   0.3    -1.04   D    2M   Simbad   206.06225830548325   -16.030197902383048   85.505875           -1.3525277777777778  
  3131  14.14   13.5    13.1    12.29   11.9    11.48   10.82   8.49   0.0    -1.15   D    2M   Simbad   205.8981907042583    -16.30318688432599    85.19079166666666   -1.3410555555555561  
  3132  14.71   14.19   13.68   13.11   12.76   12.42   11.71   8.77   0.0    -1.24   D    2M   Simbad   205.89705244953208   -16.290302491355543   85.20166666666667   -1.3340555555555553  
  3133  ""      ""      ""      13.3    11.16   10.42   9.48    1.97   ""     1.32    P    2M   Simbad   206.09810529501326   -15.924629252569137   85.61533333333334   -1.3336111111111113  
  3134  11.8    11.04   10.84   10.45   10.27   10.04   9.43    7.01   0.15   -1.66   D    2M   Simbad   205.8973888982906    -16.288210651517087   85.20366666666666   -1.3333611111111108  
  3135  13.92   13.32   12.97   12.57   12.36   12.12   11.43   8.41   0.0    -1.54   D    2M   Simbad   205.84151668602243   -16.315222150476178   85.15466666666669   -1.2986388888888885  
  3136  14.26   13.4    12.76   12.1    11.5    11.21   10.62   8.27   0.0    -1.21   D    2M   Simbad   205.9109936564957    -16.172176437841532   85.31233333333333   -1.2905555555555561  
  3137  12.55   11.61   11.04   9.9     9.32    8.8     7.78    4.86   0.11   -0.42   D    2M   Simbad   205.87157503358515   -16.230939857150247   85.24266666666665   -1.2846388888888889  
  3138  14.47   11.88   10.3    8.49    7.68    6.89    6.1     2.0    1.48   -0.08   P    2M   Simbad   206.11557568067514   -15.766880783160858   85.76266666666669   -1.2746944444444446  
  3139  ""      14.86   13.65   12.89   12.7    12.5    12.23   7.59   1.84   -2.07   D    2M   Simbad   206.06321164591992   -15.848192136199545   85.66720833333333   -1.2681944444444448  
  3140  ""      ""      ""      14.7    12.86   11.89   10.95   5.93   ""     1.33    P    2M   Simbad   206.11215303059964   -15.752555004832667   85.77379166666667   -1.2650833333333333  
  3141  12.07   11.14   10.63   9.69    9.06    8.77    7.6     5.23   0.15   -0.52   D    2M   Simbad   205.97437493993752   -15.99941973395384    85.49354166666666   -1.2634722222222226  
  3142  ""      ""      ""      13.7    12.94   12.32   11.63   ""     ""     -0.48   D    2M   Simbad   206.10851747353666   -15.754238287920833   85.77066666666667   -1.2627777777777782  
  3143  14.86   13.19   12.23   11.25   10.76   10.43   9.77    7.57   0.76   -1.17   D    2M   Simbad   206.14852239311452   -15.681205690996721   85.85324999999999   -1.2626666666666666  
  3144  13.07   12.17   11.57   10.38   9.67    9.0     8.03    4.68   0.04   -0.14   D    2M   Simbad   205.88394104005215   -16.093992202000173   85.36925000000001   -1.2309722222222221  
  3145  12.41   11.38   10.8    9.79    9.35    8.95    8.28    5.72   0.21   -1.12   D    2M   Simbad   205.9072799006718    -16.049679938435464   85.41891666666666   -1.2300277777777775  
  3146  14.41   13.07   12.57   12.2    12.09   12.01   11.98   8.78   0.67   -2.58   D    2M   Simbad   206.1202231591545    -15.6317287537014     85.88424999999998   -1.215444444444445   
  3147  16.55   15.55   14.74   14.18   14.06   14.25   13.33   9.13   0.01   -1.97   D    2M   Simbad   205.9966870489796    -15.80968132321028    85.67129166666666   -1.1936111111111112  
  3148  15.97   15.02   14.31   14.1    13.8    14.09   ""      ""     0.03   ""      D    2M   Simbad   206.05836978958976   -15.675853654471966   85.81737500000001   -1.1834444444444445  
  3149  ""      ""      ""      15.25   14.16   12.39   10.64   6.96   ""     2.59    P    2M   Simbad   205.75556257188614   -16.1599345731923     85.25316666666667   -1.1529444444444443  
  3150  12.87   11.83   11.26   10.71   ""      10.0    ""      6.84   0.24   ""      D    2M   Simbad   205.92172365546762   -15.718971792032296   85.71766666666667   -1.087388888888889   
  3151  ""      14.91   13.23   12.16   11.34   10.53   9.03    2.87   1.1    0.74    P    2M   Simbad   206.0234967475951    -15.515987937481887   85.94295833333334   -1.0789444444444443  
  3152  ""      ""      ""      14.67   13.63   12.68   11.67   7.92   ""     0.6     FP   2M   Simbad   206.44384783370666   -14.455151658074845   87.07075            -0.9420833333333333  
  3153  15.68   15.13   14.82   14.28   13.85   13.46   ""      ""     0.0    ""      D    2M   Simbad   205.88365770117508   -14.485797464942804   86.78991666666667   -0.47700000000000004 
  3154  14.33   13.3    12.78   12.05   11.48   11.22   10.27   7.61   0.25   -0.88   D    2M   Simbad   205.780887445982     -14.570673670819628   86.66829166666666   -0.4289444444444446  
  3155  ""      ""      ""      16.1    14.88   13.61   11.96   8.32   ""     1.93    FP   2M   Simbad   205.79110490468133   -14.438207060210667   86.78991666666667   -0.3755277777777779  
  3156  ""      ""      ""      14.86   13.97   12.49   11.06   6.63   ""     1.64    P    2M   Simbad   205.69243433717475   -14.545313113714172   86.6505             -0.3414444444444446  
  3157  ""      ""      ""      14.7    13.61   12.39   11.19   8.09   ""     1.22    FP   2M   Simbad   205.6729160677684    -14.527005487628035   86.65779166666667   -0.31616666666666665 
  3158  ""      ""      ""      16.83   16.85   ""      ""      ""     ""     ""      D    2M   Simbad   205.72129649535276   -14.316673187908412   86.86549999999998   -0.2587777777777778  
  3159  16.77   14.07   11.88   9.32    7.62    6.45    5.15    1.54   1.16   1.87    P    2M   Simbad   205.54056771352893   -14.620441388707942   86.51512499999998   -0.24699999999999997 
  3160  13.65   10.91   8.94    7.22    6.28    5.4     4.42    0.64   1.39   0.37    P    2M   Simbad   205.53453982364908   -14.611952592524295   86.519875           -0.2378611111111112  
  3161  ""      ""      ""      ""      ""      ""      ""      3.08   ""     ""      RP   2M   Simbad   205.52776452348124   -14.596846368420412   86.53012499999998   -0.2249722222222223  
  3162  12.78   11.96   11.69   11.36   11.28   11.21   10.94   6.46   0.19   -2.36   D    2M   Simbad   205.49788136553676   -14.648102816471702   86.47129166666667   -0.22355555555555554 
  3163  15.46   14.08   12.96   11.65   10.48   10.01   9.5     4.44   0.26   -0.47   P    2M   Simbad   205.5261379738054    -14.595724554990149   86.530375           -0.22305555555555553 
  3164  15.43   13.91   13.05   11.9    11.35   10.86   9.95    7.11   0.63   -0.61   D    2M   Simbad   205.53533576023847   -14.53541179177894    86.58779166666666   -0.20255555555555552 
  3165  11.93   11.18   10.99   10.86   10.95   10.74   10.67   6.5    0.13   -2.55   D    2M   Simbad   205.45503276758015   -14.678747667904041   86.42474999999999   -0.2013888888888888  
  3166  ""      ""      15.13   12.31   10.65   9.39    8.31    3.59   ""     1.71    P    2M   Simbad   205.48710089865648   -14.569456136990103   86.53579166666667   -0.17736111111111114 
  3167  ""      14.16   11.16   8.1     6.69    5.57    4.39    0.0    2.36   1.37    P    2M   Simbad   205.4778260715133    -14.565096635621622   86.53541666666665   -0.16738888888888884 
  3168  15.2    13.46   11.94   9.93    8.6     7.63    6.62    2.12   0.43   0.9     P    2M   Simbad   205.4760590393485    -14.56730129507649    86.53266666666667   -0.16691666666666669 
  3169  ""      ""      ""      11.63   9.33    7.87    6.97    3.4    ""     2.41    P    2M   Simbad   205.47700496890968   -14.562689976672532   86.53716666666666   -0.1655555555555555  
  3170  ""      ""      ""      12.6    11.59   10.76   9.81    ""     ""     0.34    D    2M   Simbad   205.47000096176555   -14.564600840582134   86.53229166666667   -0.16047222222222224 
  3171  ""      15.95   13.54   11.71   11.04   10.55   9.53    5.72   3.33   -0.38   P    2M   Simbad   205.47090652026444   -14.537918536830658   86.55624999999999   -0.14869444444444443 
  3172  11.51   10.65   10.21   9.54    9.36    9.18    8.49    4.8    0.1    -1.65   D    2M   Simbad   205.48825614021538   -14.504754215797176   86.59341666666668   -0.14791666666666667 
  3173  ""      ""      ""      14.42   13.75   13.24   ""      ""     ""     ""      D    2M   Simbad   205.4694123881683    -14.536911496230578   86.55645833333332   -0.14694444444444443 
  3174  14.76   13.85   13.3    12.75   12.23   11.92   11.23   8.62   0.09   -1.14   D    2M   Simbad   205.41825935593724   -14.623794541750337   86.45650000000002   -0.14413888888888893 
  3175  16.55   15.63   14.98   14.32   13.59   12.73   10.9    6.32   0.02   1.08    P    2M   Simbad   205.4596382854865    -14.53446476685697    86.55416666666669   -0.13744444444444442 
  3176  14.63   13.94   13.51   12.72   12.32   11.91   11.1    8.21   0.0    -0.98   D    2M   Simbad   205.4563165740938    -14.536244692943935   86.55108333333332   -0.13544444444444442 
  3177  ""      15.86   15.15   13.85   13.1    12.72   11.83   8.06   0.0    -0.59   D    2M   Simbad   205.45137934918688   -14.537946354445795   86.54733333333336   -0.13202777777777777 
  3178  ""      ""      ""      15.46   14.74   14.07   13.81   ""     ""     -0.92   D    2M   Simbad   205.45590721051636   -14.509591211021977   86.57441666666666   -0.12255555555555551 
  3179  13.94   12.19   11.2    10.15   9.62    9.15    8.28    4.91   0.84   -0.7    D    2M   Simbad   205.42968422890087   -14.52561483180401    86.54833333333333   -0.10769444444444445 
  3180  14.74   12.16   10.27   6.12    4.84    4.37    2.66    -0.7   1.23   0.94    P    2M   Simbad   205.42690901305798   -14.516957248561212   86.55470833333335   -0.10125             
  3181  ""      ""      ""      14.23   13.96   13.77   12.82   ""     ""     -1.26   D    2M   Simbad   205.4039783109181    -14.551727101246215   86.51358333333333   -0.09802777777777778 
