  Seq   Jmag    Hmag    Kmag    [3.6]   [4.5]   [5.8]   [8.0]   [24]   AKs    alpha   Cl   2M   Simbad   GLON                 GLAT                  RA2000              DEC2000              
  369   ""      14.38   11.55   9.37    8.44    7.87    6.93    3.74   3.51   -0.1    D    2M   Simbad   212.23261504090982   -19.351447318834257   85.21070833333334   -8.096861111111112   
  370   14.62   13.61   13.14   12.74   12.49   12.22   11.63   8.41   0.27   -1.56   D    2M   Simbad   212.41229138062846   -18.98902572881805    85.614875           -8.09061111111111    
  371   10.16   9.22    8.59    7.6     7.17    6.82    6.18    3.18   0.06   -1.23   D    2M   Simbad   212.21783761039524   -19.364705552258695   85.1925             -8.09013888888889    
  372   14.39   13.43   12.84   12.08   11.65   11.25   10.62   8.65   0.13   -1.17   D    2M   Simbad   212.3729383257415    -19.064143459056158   85.53020833333333   -8.090083333333334   
  373   ""      15.24   12.66   10.03   9.06    8.32    7.61    3.75   2.78   -0.07   P    2M   Simbad   212.22975851336523   -19.33434616297785    85.22504166666667   -8.086944444444445   
  374   ""      ""      ""      14.24   13.62   13.05   12.44   8.91   ""     -0.77   D    2M   Simbad   212.2574652227557    -19.277289888000197   85.28841666666666   -8.085444444444445   
  375   13.84   12.82   12.36   11.62   11.29   10.94   10.57   8.42   0.3    -1.63   D    2M   Simbad   212.39208550505336   -19.01642684177308    85.58154166666667   -8.085444444444445   
  376   12.34   11.1    10.45   9.65    8.97    8.15    7.03    4.44   0.45   0.18    D    2M   Simbad   212.21109350860388   -19.35880379244398    85.19504166666667   -8.081833333333334   
  377   11.97   10.96   10.43   9.96    9.89    9.69    9.23    5.26   0.24   -1.98   D    2M   Simbad   212.4680942467409    -18.857850293653847   85.75733333333332   -8.080583333333333   
  378   12.79   11.16   10.1    8.5     7.98    7.45    6.47    2.94   0.63   -0.5    D    2M   Simbad   212.29313576970424   -19.195725094901576   85.37737499999997   -8.079972222222226   
  379   13.96   12.44   11.62   10.97   10.54   10.12   9.43    ""     0.66   -1.08   D    2M   Simbad   212.29126051713175   -19.195871320479295   85.37645833333333   -8.078444444444449   
  380   16.86   15.25   14.14   13.12   12.6    12.06   11.36   8.62   0.57   -0.8    D    2M   Simbad   212.2159446991325    -19.32964264705781    85.22354166666665   -8.073166666666664   
  381   ""      13.48   ""      11.32   10.73   10.27   9.63    6.92   ""     -0.91   D    2M   Simbad   212.28073819910708   -19.19768093823355    85.37041666666666   -8.070305555555555   
  382   13.72   12.92   12.55   12.21   11.91   11.5    10.47   7.27   0.09   -0.84   D    2M   Simbad   212.42891919238718   -18.905546860447604   85.69762499999999   -8.068166666666665   
  383   9.74    8.73    7.93    6.86    6.41    5.98    4.77    0.89   0.03   -0.47   D    2M   Simbad   212.17926677606766   -19.387673020991574   85.15554166666666   -8.067499999999997   
  384   ""      13.08   10.56   7.77    6.89    6.06    5.3     1.77   2.94   0.0     P    2M   Simbad   212.2748923964928    -19.18897597911478    85.37587499999998   -8.061527777777778   
  385   ""      ""      13.79   12.99   11.21   10.09   9.05    4.41   ""     1.58    P    2M   Simbad   212.26836761228583   -19.191662268256962   85.37070833333333   -8.05716666666667    
  386   ""      ""      14.12   11.04   10.18   9.27    8.23    3.92   ""     0.41    P    2M   Simbad   212.26041613219058   -19.198694635769023   85.36099999999999   -8.053499999999996   
  387   13.5    11.79   10.85   9.85    9.5     9.24    8.46    4.88   0.83   -1.27   D    2M   Simbad   212.15861671777793   -19.361461993793014   85.17070833333335   -8.038499999999997   
  388   14.17   13.53   13.14   12.45   12.13   11.73   10.98   8.58   0.0    -1.14   D    2M   Simbad   212.37394117115844   -18.940451352421366   85.64291666666666   -8.036722222222222   
  389   ""      ""      ""      14.77   14.4    14.05   13.23   9.28   ""     -1.09   D    2M   Simbad   211.99578883209662   -19.64818299763482    84.84249999999999   -8.026305555555556   
  390   12.97   11.53   10.51   ""      8.9     ""      7.44    4.16   0.43   ""      D    2M   Simbad   211.93482548873843   -19.761207971924325   84.7145             -8.024305555555555   
  391   ""      ""      ""      13.63   11.93   11.3    9.9     2.27   ""     1.24    P    2M   Simbad   212.27701104601357   -19.099338504017165   85.458125           -8.02402777777778    
  392   ""      ""      ""      14.54   14.05   13.92   13.84   6.46   ""     -2.08   P    2M   Simbad   212.2803406080613    -19.090039389662227   85.46795833333334   -8.022777777777778   
  393   ""      ""      ""      13.48   12.19   11.23   10.09   5.84   ""     1.0     P    2M   Simbad   212.22825713974325   -19.186953511728134   85.35820833333332   -8.021055555555556   
  394   14.27   13.51   13.24   12.74   12.44   12.08   11.28   ""     0.11   -1.16   D    2M   Simbad   212.31185377535246   -19.018540578743007   85.54604166666668   -8.018194444444445   
  395   13.28   12.42   12.04   11.63   11.47   11.27   10.79   7.19   0.16   -1.87   D    2M   Simbad   212.30133924665904   -19.038848581503483   85.52320833333333   -8.018166666666668   
  396   ""      ""      ""      14.16   12.05   10.74   9.17    3.33   ""     2.76    P    2M   Simbad   212.2254597325618    -19.183690159108934   85.36               -8.01725             
  397   ""      ""      ""      12.72   11.42   10.44   9.38    5.1    ""     0.94    P    2M   Simbad   212.2247946967975    -19.180353576019016   85.36275            -8.015222222222222   
  398   ""      ""      14.5    12.0    10.5    9.59    8.54    3.43   ""     1.04    P    2M   Simbad   212.12640534748428   -19.358752020703047   85.15970833333331   -8.010000000000003   
  399   9.41    8.54    7.81    6.68    6.16    5.82    4.93    2.16   0.0    -0.88   D    2M   Simbad   212.26219926020823   -19.093564498403932   85.45716666666667   -8.008916666666666   
  400   16.15   14.79   14.11   13.65   13.16   12.68   11.89   7.09   0.57   -0.82   D    2M   Simbad   212.24316279270252   -19.121745001399916   85.42362499999999   -8.00511111111111    
  401   ""      ""      14.69   12.67   11.8    11.27   10.29   5.87   ""     -0.17   P    2M   Simbad   212.16051751545388   -19.27905718379573    85.24629166666666   -8.00397222222222    
  402   13.73   12.04   11.22   9.99    9.92    9.07    8.83    4.49   0.88   -1.32   D    2M   Simbad   212.22143532676213   -19.14974246864215    85.38912499999999   -7.998944444444448   
  403   12.36   11.06   10.35   9.62    9.31    8.99    8.44    5.47   0.46   -1.48   D    2M   Simbad   212.25056935366132   -19.06561020917582    85.47766666666668   -7.986777777777778   
  404   12.76   11.85   11.4    10.85   10.52   10.11   9.26    5.95   0.17   -1.01   D    2M   Simbad   212.28492089181262   -18.989905074383543   85.56075000000001   -7.982750000000003   
  405   12.74   11.44   10.83   10.15   9.87    9.52    8.94    ""     0.54   -1.44   D    2M   Simbad   212.30718300366678   -18.945954528041995   85.60995833333335   -7.982388888888889   
  406   ""      ""      14.04   11.01   10.02   9.27    8.51    4.63   ""     0.0     P    2M   Simbad   212.18534741474045   -19.18145175598424    85.34524999999998   -7.982222222222222   
  407   11.96   10.73   9.96    8.71    8.27    7.69    6.63    3.04   0.34   -0.43   D    2M   Simbad   212.30587004626304   -18.94488913566692    85.610375           -7.980805555555557   
  408   11.73   10.62   9.89    9.12    8.78    8.4     7.44    4.43   0.2    -0.91   D    2M   Simbad   212.27837323306963   -18.988214135760856   85.55954166666668   -7.976444444444441   
  409   16.6    15.23   14.38   13.7    13.31   13.07   12.37   ""     0.45   -1.35   D    2M   Simbad   212.0688721715509    -19.391854254938192   85.10562499999999   -7.975750000000001   
  410   12.95   12.14   11.78   11.51   11.47   11.33   11.16   8.5    0.11   -2.42   D    2M   Simbad   212.30534691494802   -18.932479297347605   85.62141666666665   -7.974916666666671   
  411   12.34   11.44   10.86   10.13   9.66    9.19    8.37    5.39   0.05   -0.82   D    2M   Simbad   212.2164255473795    -19.100045389515454   85.43212499999998   -7.97288888888889    
  412   16.02   13.37   12.03   10.96   10.48   9.96    9.3     6.81   1.72   -0.92   D    2M   Simbad   212.2166384827517    -19.09513833646063    85.43666666666667   -7.970916666666663   
  413   16.6    12.71   10.53   8.6     7.6     6.72    5.71    2.46   2.69   0.46    P    2M   Simbad   212.1698645047653    -19.177847274051693   85.34204166666669   -7.967499999999999   
  414   ""      ""      14.28   11.82   11.27   10.64   9.54    6.3    ""     -0.21   D    2M   Simbad   212.1005656539062    -19.296061154089017   85.20579166666666   -7.960583333333333   
  415   ""      ""      14.78   13.64   13.3    13.06   12.97   9.53   ""     -2.08   D    2M   Simbad   212.04981446665263   -19.378848948175584   85.10945833333332   -7.953888888888889   
  416   13.72   12.44   12.0    11.46   11.21   10.95   10.41   8.5    0.61   -1.64   D    2M   Simbad   212.20844138637835   -19.07105767072942    85.45508333333333   -7.953388888888887   
  417   ""      ""      ""      14.27   13.43   12.81   11.98   8.23   ""     -0.24   FP   2M   Simbad   212.15285563098797   -19.1749152147349     85.33758333333333   -7.95177777777778    
  418   14.46   13.66   13.17   12.53   12.18   11.8    11.18   8.7    0.0    -1.29   D    2M   Simbad   212.2413880129713    -18.99621044739002    85.53679166666664   -7.948527777777778   
  419   ""      ""      ""      15.3    14.55   14.01   ""      ""     ""     ""      D    2M   Simbad   212.1500846842507    -19.172488693247082   85.338625           -7.948361111111109   
  420   ""      ""      ""      ""      12.16   10.71   9.7     4.29   ""     ""      P    2M   Simbad   212.1589153129533    -19.153829589740983   85.35924999999999   -7.947666666666669   
  421   12.85   10.68   9.4     6.71    5.69    4.88    3.96    1.05   1.17   0.29    D    2M   Simbad   212.02969030471246   -19.395937548242404   85.08554166666667   -7.944333333333329   
  422   13.86   11.97   10.91   10.16   9.6     9.05    8.34    ""     0.97   -0.75   D    2M   Simbad   212.02533977807425   -19.395034915109886   85.08454166666667   -7.940250000000001   
  423   ""      14.47   12.37   9.72    8.5     7.41    6.28    2.0    0.82   1.1     P    2M   Simbad   212.026419998676     -19.3928229128727     85.087              -7.940194444444445   
  424   11.66   10.79   10.31   9.88    9.42    9.21    8.44    4.85   0.09   -1.25   D    2M   Simbad   212.22111075371524   -19.01394267161767    85.51220833333333   -7.9390833333333335  
  425   14.01   13.07   12.4    11.63   11.13   10.72   9.76    7.08   0.05   -0.72   D    2M   Simbad   212.1810969471074    -19.07510558373962    85.43995833333334   -7.931944444444442   
  426   ""      ""      14.29   10.81   9.69    9.12    8.23    4.7    ""     0.03    P    2M   Simbad   212.12956352701406   -19.169449602691824   85.33279166666667   -7.929611111111111   
  427   ""      14.98   13.7    12.51   12.02   11.57   10.79   7.3    1.19   -0.88   D    2M   Simbad   212.14096032244424   -19.14444124955015    85.36025            -7.928305555555553   
  428   13.93   12.28   11.39   10.33   9.77    9.39    8.61    5.54   0.77   -0.9    D    2M   Simbad   212.02694369687944   -19.361188229630216   85.11591666666666   -7.926749999999997   
  429   12.45   11.37   10.66   9.52    8.96    8.62    7.98    5.75   0.19   -1.1    D    2M   Simbad   212.02119353102393   -19.37171990412029    85.10395833333332   -7.926499999999999   
  430   ""      14.91   12.65   10.13   9.02    8.02    7.22    2.71   1.58   0.5     P    2M   Simbad   212.1230597731324    -19.170949321973083   85.32870833333334   -7.924749999999996   
  431   14.49   12.68   11.73   10.69   10.21   9.84    9.24    6.0    0.95   -1.2    D    2M   Simbad   212.1240186589742    -19.165742255342572   85.33383333333333   -7.923277777777778   
  432   ""      ""      ""      14.27   12.98   12.07   11.17   6.64   ""     0.67    P    2M   Simbad   212.13299256383513   -19.145356605201908   85.35608333333334   -7.921944444444444   
  433   ""      ""      ""      10.65   8.71    7.41    6.16    1.25   ""     2.23    P    2M   Simbad   212.12809868358224   -19.147415199643525   85.35216666666666   -7.918694444444444   
  434   12.21   11.17   10.53   9.54    9.15    8.87    8.21    5.54   0.18   -1.34   D    2M   Simbad   212.14340995291022   -19.11452207916207    85.38841666666667   -7.917249999999997   
  435   ""      ""      ""      15.9    15.56   ""      ""      6.69   ""     ""      D    2M   Simbad   212.12049540859246   -19.15819068282398    85.33920833333333   -7.916972222222222   
  436   13.15   11.47   10.42   8.84    8.01    7.43    6.49    2.91   0.71   -0.19   P    2M   Simbad   212.0036236825252    -19.383049687779287   85.08633333333333   -7.916583333333336   
  437   ""      ""      ""      13.84   12.55   11.52   10.13   4.49   ""     1.37    P    2M   Simbad   212.0364083064948    -19.307170574300823   85.168875           -7.9110555555555555  
  438   16.87   14.38   12.83   10.88   10.19   9.53    8.83    5.98   1.36   -0.47   D    2M   Simbad   212.12632818662496   -19.12160941377185    85.37483333333331   -7.905861111111115   
  439   ""      15.62   12.04   9.44    8.31    7.54    6.59    3.21   4.69   0.37    P    2M   Simbad   212.11292947280302   -19.13953906696736    85.35295833333333   -7.902361111111112   
  440   16.62   14.08   12.09   10.41   9.47    8.78    7.96    4.1    1.11   -0.06   P    2M   Simbad   212.11609506769574   -19.122350311301453   85.369875           -7.8975000000000035  
  441   ""      14.7    13.37   12.06   11.46   11.0    10.32   8.32   0.98   -0.87   D    2M   Simbad   212.0973432154569    -19.156505379655055   85.33104166666666   -7.896583333333332   
  442   ""      ""      ""      15.53   14.33   13.76   13.87   ""     ""     -0.99   D    2M   Simbad   212.09075679460707   -19.16885360912646    85.31708333333333   -7.896416666666666   
  443   12.73   11.89   11.64   11.33   11.25   10.96   10.14   6.71   0.22   -1.45   D    2M   Simbad   211.97165537953416   -19.39862798836606    85.05883333333334   -7.896333333333334   
  444   ""      ""      ""      12.15   9.88    8.55    7.57    3.92   ""     2.29    P    2M   Simbad   212.1052211322625    -19.140711200645505   85.34866666666665   -7.896333333333334   
  445   ""      ""      13.44   10.46   9.24    8.49    7.59    3.63   ""     0.38    P    2M   Simbad   212.1045095242929    -19.139050373474927   85.349875           -7.895               
  446   ""      15.43   13.64   12.34   11.73   11.18   10.49   7.98   2.04   -0.71   D    2M   Simbad   212.09393134132043   -19.156583735994435   85.32954166666666   -7.89372222222222    
  447   ""      ""      ""      14.03   12.64   11.54   10.57   7.24   ""     1.1     FP   2M   Simbad   212.0795386603654    -19.18338191642515    85.29920833333333   -7.893277777777778   
  448   ""      13.98   12.51   11.28   10.88   10.36   9.97    6.5    1.94   -1.29   D    2M   Simbad   212.09342281572012   -19.144220834436375   85.3405416666667    -7.887861111111111   
  449   ""      14.67   12.71   11.25   10.55   9.93    8.91    5.23   2.15   -0.17   P    2M   Simbad   212.089211533168     -19.14875355593432    85.33466666666665   -7.886277777777777   
  450   13.8    13.11   12.83   12.43   12.24   11.97   11.3    8.76   0.02   -1.54   D    2M   Simbad   211.90539560112987   -19.49712860039543    84.94179166666667   -7.883472222222222   
  451   ""      ""      ""      15.81   14.15   13.21   12.61   8.28   ""     0.73    FP   2M   Simbad   212.09064865552244   -19.132189303786696   85.35029166666666   -7.880222222222219   
  452   13.45   12.56   12.11   11.62   11.35   11.04   10.41   7.94   0.14   -1.45   D    2M   Simbad   212.1613560726562    -18.979808638751024   85.51812500000003   -7.873333333333333   
  453   14.69   13.88   13.46   13.13   13.01   12.95   12.6    8.68   0.07   -2.26   D    2M   Simbad   212.1524963903137    -18.975252770844058   85.51854166666666   -7.8638055555555555  
  454   14.28   13.37   12.73   12.28   11.93   11.6    11.03   8.9    0.03   -1.41   D    2M   Simbad   212.05247400849046   -19.148461200568324   85.31954166666668   -7.854972222222221   
  455   ""      ""      ""      16.52   14.55   13.86   12.25   4.51   ""     1.81    P    2M   Simbad   211.94344933336393   -19.356991955534586   85.08479166666669   -7.854138888888889   
  456   16.84   15.79   14.92   14.49   14.14   13.93   12.81   9.56   0.03   -0.97   D    2M   Simbad   211.8622081021701    -19.512457934696563   84.90983333333334   -7.853638888888885   
  457   ""      ""      13.58   11.12   10.04   8.96    7.42    2.76   ""     1.4     P    2M   Simbad   212.0484292180928    -19.132945237144526   85.33191666666666   -7.844722222222223   
  458   10.7    9.97    9.71    9.5     9.29    8.94    7.85    4.02   0.08   -0.95   D    2M   Simbad   211.72633946061657   -19.74016895929818    84.64658333333333   -7.838777777777777   
  459   ""      ""      ""      14.46   13.92   13.5    12.79   ""     ""     -0.93   D    2M   Simbad   211.95596308638707   -19.291452199291683   85.14945833333333   -7.8359444444444435  
  460   15.67   14.95   14.57   13.9    13.54   13.28   12.29   ""     0.0    -1.03   D    2M   Simbad   211.7083335000959    -19.76284907775361    84.6185             -7.833527777777777   
  461   12.23   11.45   11.08   10.8    10.72   10.67   10.59   6.52   0.07   -2.6    D    2M   Simbad   212.10182674300043   -18.99956000164399    85.47524999999999   -7.831444444444444   
  462   15.78   12.97   11.44   10.36   9.9     9.46    9.06    7.21   1.8    -1.33   D    2M   Simbad   212.03184468880087   -19.13387321001961    85.32412500000001   -7.831055555555552   
  463   12.62   11.2    10.55   10.11   9.95    9.73    9.02    4.03   0.67   -1.59   D    2M   Simbad   212.04700263347837   -19.103841579933416   85.35770833333333   -7.830722222222223   
  464   12.81   12.13   11.86   11.45   11.13   10.81   10.04   7.22   0.0    -1.22   D    2M   Simbad   211.79336022600677   -19.58879407396428    84.81183333333333   -7.82891666666667    
  465   ""      ""      ""      14.32   13.66   13.51   12.63   5.56   ""     -1.01   P    2M   Simbad   211.9612030668636    -19.256695103240116   85.18316666666666   -7.825111111111109   
  466   15.75   14.5    13.58   11.96   11.3    10.66   9.99    6.7    0.26   -0.56   D    2M   Simbad   212.0437032761392    -19.092390005284436   85.36670833333335   -7.822888888888888   
  467   16.78   13.99   12.33   10.96   10.33   9.88    9.27    6.14   1.67   -0.93   D    2M   Simbad   212.0318255048797    -19.111346527583436   85.34454166666666   -7.821138888888889   
  468   12.49   10.85   9.88    8.85    8.5     7.96    7.29    4.05   0.72   -1.01   D    2M   Simbad   211.90542899552796   -19.354145472343788   85.07145833333333   -7.820666666666667   
  469   ""      14.53   13.13   11.96   11.5    11.11   10.41   7.75   1.57   -1.08   D    2M   Simbad   211.94511007490843   -19.27421523664582    85.16054166666666   -7.819166666666666   
  470   ""      ""      ""      14.05   13.15   12.2    10.5    4.91   ""     1.23    P    2M   Simbad   211.9403907626941    -19.282053882009038   85.15145833333334   -7.818611111111114   
  471   15.03   13.33   12.29   11.22   10.74   10.23   9.5     6.39   0.75   -0.85   D    2M   Simbad   211.905912285684     -19.348348160499757   85.07691666666665   -7.818527777777777   
  472   15.17   14.46   14.09   13.51   13.1    12.79   12.03   9.0    0.0    -1.17   D    2M   Simbad   211.83055838047375   -19.489310292035785   84.91758333333333   -7.8166666666666655  
  473   ""      15.39   13.47   11.1    9.71    8.61    7.48    1.56   0.0    1.27    P    2M   Simbad   211.89436280556185   -19.359238222193458   85.06220833333332   -7.813527777777778   
  474   ""      14.14   11.78   9.92    9.14    8.55    7.98    5.48   2.85   -0.62   D    2M   Simbad   211.94921409245023   -19.252902508820092   85.18158333333334   -7.813277777777777   
  475   15.94   12.65   10.49   7.66    6.6     5.72    4.74    1.23   1.95   0.49    P    2M   Simbad   211.8938614277528    -19.345862098133612   85.074125           -7.807222222222222   
  476   13.97   12.62   11.89   10.85   10.36   9.93    9.25    6.86   0.51   -1.01   D    2M   Simbad   211.972195478819     -19.188471724866012   85.249625           -7.8044444444444405  
  477   12.91   11.16   10.19   9.27    8.68    8.19    7.31    3.94   0.84   -0.6    D    2M   Simbad   211.96556619448006   -19.19671355728576    85.23937500000001   -7.802444444444444   
  478   14.55   13.18   12.02   10.6    10.03   9.44    8.62    6.03   0.23   -0.56   D    2M   Simbad   211.96640493670571   -19.19048289805723    85.24537499999998   -7.800416666666664   
  479   ""      13.5    11.42   9.69    9.12    8.75    8.08    5.45   2.87   -1.04   D    2M   Simbad   211.92324994824847   -19.264436594173596   85.16024999999998   -7.796333333333337   
  480   12.98   12.23   11.98   11.76   11.64   11.56   10.9    5.93   0.11   -1.88   D    2M   Simbad   211.86070407397355   -19.383542730565065   85.02608333333333   -7.795694444444442   
  481   13.55   13.01   12.64   12.26   12.17   11.97   11.54   6.98   0.0    -2.0    D    2M   Simbad   211.96997810557437   -19.154905327050848   85.279125           -7.787805555555559   
  482   ""      ""      ""      14.47   13.53   12.6    11.67   8.58   ""     0.39    FP   2M   Simbad   211.8446751021148    -19.394019875247626   85.00987500000001   -7.786722222222221   
  483   12.65   11.23   10.26   9.1     8.7     8.39    7.89    4.98   0.44   -1.46   D    2M   Simbad   211.96479309212896   -19.159540009700198   85.27275            -7.785444444444448   
  484   11.85   11.05   10.72   10.29   10.04   9.7     9.0     6.76   0.11   -1.35   D    2M   Simbad   211.66935627401955   -19.707468077022515   84.65241666666667   -7.776222222222225   
  485   14.0    12.4    11.72   11.4    11.26   11.12   10.7    5.24   0.87   -2.04   D    2M   Simbad   211.92449754068903   -19.215095338073752   85.2055             -7.7756944444444445  
  486   13.46   12.54   12.08   11.57   11.31   10.89   10.22   7.4    0.16   -1.26   D    2M   Simbad   211.95593062869332   -19.148086437553697   85.27941666666668   -7.772888888888891   
  487   11.63   10.67   10.3    10.11   10.03   9.92    9.8     6.17   0.3    -2.47   D    2M   Simbad   211.9400700485797    -19.15196567509862    85.26925            -7.761138888888888   
  488   13.05   11.37   10.57   9.3     8.89    8.45    8.06    5.72   0.88   -1.4    D    2M   Simbad   211.89268046201968   -19.224147933791684   85.18395833333332   -7.752694444444447   
  489   ""      15.52   14.36   12.24   11.41   10.52   9.03    4.47   0.0    0.83    P    2M   Simbad   211.8882346979429    -19.22779233157835    85.17879166666668   -7.7505277777777755  
  490   16.31   14.86   13.98   13.19   12.79   12.43   11.8    9.12   0.53   -1.25   D    2M   Simbad   211.88376140938746   -19.233446884339443   85.17179166666665   -7.749222222222219   
  491   15.25   13.45   12.61   11.82   11.41   10.9    10.06   7.04   1.02   -0.8    D    2M   Simbad   211.88595116551727   -19.22057559460124    85.184375           -7.745416666666667   
  492   15.94   15.18   14.61   13.92   13.51   13.23   12.68   ""     0.0    -1.44   D    2M   Simbad   211.6157330285967    -19.73643241169211    84.60374999999999   -7.743638888888892   
  493   12.28   11.38   10.71   9.77    9.33    8.93    8.28    5.79   0.0    -1.14   D    2M   Simbad   211.658774679761     -19.650910123946154   84.69925000000002   -7.742388888888885   
  494   15.54   13.67   12.58   11.66   10.86   10.44   9.42    6.22   0.92   -0.35   D    2M   Simbad   211.87908290439927   -19.216892593114412   85.18483333333334   -7.737972222222223   
  495   12.07   11.15   10.66   9.91    9.57    9.25    8.55    5.01   0.15   -1.29   D    2M   Simbad   211.74127131833293   -19.46610089840381    84.90125            -7.730861111111112   
  496   13.31   12.14   11.59   10.93   10.63   10.26   9.52    6.86   0.41   -1.21   D    2M   Simbad   211.90687634772627   -19.13913344236126    85.26695833333332   -7.727333333333333   
  497   14.76   14.14   13.61   13.11   12.83   12.53   11.88   9.15   0.0    -1.43   D    2M   Simbad   211.89239234145316   -19.151969888756447   85.24925000000002   -7.720694444444441   
  498   ""      15.28   12.71   10.3    9.2     8.34    7.5     3.28   2.36   0.34    P    2M   Simbad   211.82302393214155   -19.281720648337792   85.10258333333333   -7.718972222222223   
  499   ""      ""      ""      13.57   12.63   11.73   10.85   7.27   ""     0.28    FP   2M   Simbad   211.9339287665266    -19.04618264753686    85.36254166666667   -7.709388888888893   
  500   ""      ""      ""      14.29   13.43   12.49   11.67   8.24   ""     0.19    FP   2M   Simbad   211.910742221572     -19.021413492759603   85.37525            -7.678805555555556   
  501   ""      15.95   14.19   13.1    12.68   12.27   11.64   8.34   2.57   -1.16   D    2M   Simbad   211.77794525787476   -19.26559623364485    85.09829166666665   -7.6736666666666675  
  502   ""      14.81   13.34   12.1    11.65   11.25   10.74   8.49   1.75   -1.27   D    2M   Simbad   211.77659628919437   -19.245608720292164   85.11583333333334   -7.663722222222223   
  503   14.73   12.77   11.68   10.85   10.43   10.0    9.24    6.27   1.04   -0.99   D    2M   Simbad   211.79109240327207   -19.216124591293532   85.148625           -7.663027777777778   
  504   ""      ""      ""      11.27   10.78   10.33   9.69    6.77   ""     -1.02   D    2M   Simbad   211.79160501291182   -19.20845102437336    85.15579166666667   -7.66008333333333    
  505   15.55   14.11   13.2    11.99   11.41   10.89   10.03   7.3    0.51   -0.6    D    2M   Simbad   211.47718026104883   -19.80810759122048    84.48087500000001   -7.65813888888889    
  506   12.0    11.2    10.89   10.37   9.95    9.65    8.87    6.06   0.13   -1.15   D    2M   Simbad   211.5124618430188    -19.68359249645098    84.60841666666668   -7.6330833333333326  
  507   ""      ""      ""      14.25   13.53   12.97   12.48   9.09   ""     -0.82   D    2M   Simbad   211.75375274840596   -19.210234584621652   85.13829166666667   -7.628777777777778   
  508   9.57    9.18    9.05    8.54    8.13    7.64    5.94    2.48   0.0    0.1     D    2M   Simbad   211.68549200009966   -19.334793234535585   84.99683333333331   -7.625805555555559   
  509   ""      ""      ""      14.07   12.0    10.77   9.34    3.3    ""     2.46    P    2M   Simbad   211.73700960335114   -19.235138279507662   85.10870833333334   -7.6255555555555565  
  510   14.91   12.54   11.12   10.24   9.64    9.21    8.26    5.06   1.31   -0.6    D    2M   Simbad   211.73883747001042   -19.212201412523378   85.13025000000002   -7.617000000000002   
  511   14.35   13.8    13.41   12.99   12.74   12.6    12.12   9.11   0.0    -1.86   D    2M   Simbad   211.38180640282988   -19.773879655280627   84.47195833333333   -7.5625000000000036  
  512   12.79   11.67   11.1    10.17   9.61    8.9     7.59    3.04   0.35   0.12    D    2M   Simbad   211.6298681663309    -19.242062464490562   85.05745833333332   -7.537805555555556   
  513   15.9    14.78   14.25   13.62   13.28   12.93   12.44   9.37   0.37   -1.48   D    2M   Simbad   211.70056691005865   -19.08857026558542    85.22612499999998   -7.530055555555554   
  514   ""      ""      14.14   11.5    10.51   9.88    9.11    4.39   ""     -0.14   P    2M   Simbad   211.5838439802926    -19.290164786770287   84.99458333333334   -7.520027777777778   
  515   ""      ""      ""      15.77   14.4    13.23   ""      ""     ""     ""      D    2M   Simbad   211.56991274554366   -19.30740690112358    84.973125           -7.51583333333333    
  516   12.71   11.98   11.63   11.23   10.95   10.67   10.12   8.45   0.0    -1.56   D    2M   Simbad   211.4122474613442    -19.606711594947843   84.63604166666669   -7.514472222222223   
  517   13.78   12.47   11.81   11.06   10.62   10.23   9.47    6.73   0.52   -1.03   D    2M   Simbad   211.60040112074054   -19.238654120050246   85.04816666666667   -7.511333333333333   
  518   ""      ""      ""      12.09   10.2    9.39    8.92    0.19   ""     0.65    P    2M   Simbad   211.56688686078624   -19.294955906557615   84.98312500000002   -7.507777777777782   
  519   ""      ""      ""      14.03   12.44   11.52   ""      ""     ""     ""      P    2M   Simbad   211.5676931063787    -19.291141164924284   84.98691666666666   -7.506777777777774   
  520   ""      ""      13.99   10.75   9.33    8.41    7.68    ""     ""     0.62    D    2M   Simbad   211.5629008987283    -19.297571551181797   84.97908333333334   -7.505555555555552   
  521   ""      ""      ""      14.02   12.99   12.39   12.03   ""     ""     -0.6    D    2M   Simbad   211.5638710163782    -19.292497883948613   84.98408333333333   -7.50413888888889    
  522   13.95   13.25   12.9    12.49   12.17   ""      11.15   8.6    0.0    ""      D    2M   Simbad   211.12813410485018   -20.124158983335466   84.04875            -7.503111111111111   
  523   ""      14.66   12.5    10.92   10.23   9.6     8.82    5.94   2.69   -0.43   D    2M   Simbad   211.5571924176673    -19.301919753081492   84.97275            -7.502638888888889   
  524   ""      ""      14.42   12.47   11.47   10.52   9.37    4.58   ""     0.71    P    2M   Simbad   211.5626474668124    -19.28930632043931    84.98645833333335   -7.5016944444444436  
  525   12.45   11.24   10.54   9.06    8.11    7.51    6.58    3.49   0.36   -0.04   D    2M   Simbad   211.65206072662303   -19.11023135187675    85.18612499999998   -7.498472222222223   
  526   ""      15.38   13.48   12.18   11.56   10.97   10.22   5.66   2.27   -0.59   D    2M   Simbad   211.55169842968706   -19.292005078659376   84.97941666666665   -7.493611111111113   
  527   ""      ""      ""      ""      13.64   11.55   9.61    3.72   ""     ""      P    2M   Simbad   211.55528587593167   -19.282851903418397   84.98920833333332   -7.492611111111114   
  528   ""      ""      ""      15.11   14.38   13.42   10.49   6.83   ""     2.43    P    2M   Simbad   211.57154709956816   -19.25131627439139    85.02458333333334   -7.492472222222219   
